BluetoothAddress,DeviceId,AccountId,ActivationThreshold,AdvertisingDurationInMilliseconds,AdvertisingIntervalInMilliseconds,IsAutotuneEnabled,BatterySenseIntervalInSeconds,BatteryVoltage,BatteryVoltageThreshold,DisplayName,MagnitudeRMSInMilliGThreshold,FirmwareVersion,GatewayIMEI,HighTemperatureAlarmThresholdInCelsius,IsBatteryGood,IsConnected,IsHighTemperatureAlarmEnabled,IsIndefiniteAdvertisingEnabled,IsInSyncWithPortal,IsLongRangeModeEnabled,IsLowTemperatureAlarmEnabled,IsSensorOfflineAlarmEnabled,LastSeenUtc,Latitude,Longitude,LowTemperatureAlarmThresholdInCelsius,MissedHeartbeatMultiple,NotifyBCExtension,OutputDataRate,ProvisioningState,Scale,SensorAssetTypeId,SensorModelId,SiteId,TemperatureSenseIntervalInSeconds,IsMotionAlarmEnabled,IsLowBatteryAlarmEnabled,IsVibrationSampleEnabled,VibrationIntervalInSeconds,IsVibrationAlarmEnabled,VibrationAlarmThresholdInMilliG,Description,IsLeakAlarmEnabled,LevelReferenceInMillimeters,LeakAlarmLevelThresholdInMillimeters
B681E96530FC16,MA1-99999916,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 16,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2817244559,-123.1162015,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC17,MA1-99999917,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 17,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2818244559,-123.1161995,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC18,MA1-99999918,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 18,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2819244559,-123.1161975,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC19,MA1-99999919,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 19,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2820244559,-123.1161955,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC2,MA1-9999992,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 2,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2803244559,-123.1162295,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC20,MA1-99999920,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 20,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2821244559,-123.1161935,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC21,MA1-99999921,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 21,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2822244559,-123.1161915,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC22,MA1-99999922,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 22,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2823244559,-123.1161895,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC23,MA1-99999923,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 23,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2824244559,-123.1161875,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC24,MA1-99999924,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 24,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2825244559,-123.1161855,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC25,MA1-99999925,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 25,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2826244559,-123.1161835,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC26,MA1-99999926,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 26,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2827244559,-123.1161815,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC27,MA1-99999927,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 27,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2828244559,-123.1161795,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC28,MA1-99999928,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 28,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2829244559,-123.1161775,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC29,MA1-99999929,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 29,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2830244559,-123.1161755,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC3,MA1-9999993,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 3,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2804244559,-123.1162275,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC30,MA1-99999930,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 30,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2831244559,-123.1161735,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC31,MA1-99999931,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 31,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2832244559,-123.1161715,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC32,MA1-99999932,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 32,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2833244559,-123.1161695,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC33,MA1-99999933,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 33,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2834244559,-123.1161675,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC34,MA1-99999934,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 34,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2835244559,-123.1161655,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC35,MA1-99999935,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 35,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2836244559,-123.1161635,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC36,MA1-99999936,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 36,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2837244559,-123.1161615,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC37,MA1-99999937,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 37,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2838244559,-123.1161595,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC38,MA1-99999938,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 38,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2839244559,-123.1161575,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC39,MA1-99999939,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 39,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2840244559,-123.1161555,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC4,MA1-9999994,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 4,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2805244559,-123.1162255,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC40,MA1-99999940,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 40,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2841244559,-123.1161535,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC41,MA1-99999941,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 41,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2842244559,-123.1161515,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC42,MA1-99999942,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 42,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2843244559,-123.1161495,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC43,MA1-99999943,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 43,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2844244559,-123.1161475,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC44,MA1-99999944,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 44,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2845244559,-123.1161455,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC45,MA1-99999945,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 45,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2846244559,-123.1161435,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC46,MA1-99999946,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 46,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2847244559,-123.1161415,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC47,MA1-99999947,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 47,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2848244559,-123.1161395,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC48,MA1-99999948,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 48,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2849244559,-123.1161375,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC49,MA1-99999949,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 49,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2850244559,-123.1161355,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC5,MA1-9999995,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 5,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2806244559,-123.1162235,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC50,MA1-99999950,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 50,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2851244559,-123.1161335,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC51,MA1-99999951,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 51,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2852244559,-123.1161315,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC52,MA1-99999952,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 52,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2853244559,-123.1161295,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC53,MA1-99999953,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 53,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2854244559,-123.1161275,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC54,MA1-99999954,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 54,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2855244559,-123.1161255,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC55,MA1-99999955,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 55,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2856244559,-123.1161235,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC56,MA1-99999956,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 56,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2857244559,-123.1161215,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC57,MA1-99999957,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 57,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2858244559,-123.1161195,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC58,MA1-99999958,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 58,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2859244559,-123.1161175,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC59,MA1-99999959,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 59,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2860244559,-123.1161155,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC6,MA1-9999996,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 6,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2807244559,-123.1162215,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC60,MA1-99999960,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 60,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2861244559,-123.1161135,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC61,MA1-99999961,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 61,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2862244559,-123.1161115,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC62,MA1-99999962,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 62,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2863244559,-123.1161095,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC63,MA1-99999963,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 63,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2864244559,-123.1161075,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC64,MA1-99999964,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 64,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2865244559,-123.1161055,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC65,MA1-99999965,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 65,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2866244559,-123.1161035,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC66,MA1-99999966,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 66,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2867244559,-123.1161015,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC67,MA1-99999967,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 67,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2868244559,-123.1160995,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC68,MA1-99999968,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 68,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2869244559,-123.1160975,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC69,MA1-99999969,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 69,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2870244559,-123.1160955,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC7,MA1-9999997,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 7,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2808244559,-123.1162195,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC70,MA1-99999970,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 70,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2871244559,-123.1160935,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC71,MA1-99999971,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 71,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2872244559,-123.1160915,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC72,MA1-99999972,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 72,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2873244559,-123.1160895,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC73,MA1-99999973,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 73,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2874244559,-123.1160875,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC74,MA1-99999974,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15401,1000,1,1800,2,3.7,Sensor 74,100,1.0.1,351249951965555,85,1,0,1,0,0,1,1,1,,49.2875244559,-123.1160855,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,1,0,,0,100,0
B681E96530FC75,MA1-99999975,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 75,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2876244559,-123.1160835,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC76,MA1-99999976,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 76,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2877244559,-123.1160815,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC77,MA1-99999977,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 77,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2878244559,-123.1160795,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC78,MA1-99999978,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 78,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2879244559,-123.1160775,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC79,MA1-99999979,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 79,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2880244559,-123.1160755,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC8,MA1-9999998,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 8,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2809244559,-123.1162175,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC80,MA1-99999980,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 80,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2881244559,-123.1160735,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
B681E96530FC81,MA1-99999981,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 81,100,1.0.1,351249951965555,85,1,0,1,0,1,1,1,1,,49.2882244559,-123.1160715,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
